#err,logdens
0.0,-inf
0.001,-inf
0.002,-inf
0.003,-inf
0.004,-inf
0.005,-inf
0.006,-inf
0.007,-inf
0.008,-inf
0.009000000000000001,-inf
0.01,-inf
0.011,-inf
0.012,-inf
0.013000000000000001,-inf
0.014,-inf
0.015,-inf
0.016,-inf
0.017,-inf
0.018000000000000002,-inf
0.019,-inf
0.02,-inf
0.021,-inf
0.022,-inf
0.023,-inf
0.024,-inf
0.025,-inf
0.026000000000000002,-inf
0.027,-inf
0.028,-inf
0.029,-inf
0.03,-inf
0.031,-inf
0.032,-inf
0.033,-inf
0.034,-inf
0.035,-inf
0.036000000000000004,-inf
0.037,-inf
0.038,-inf
0.039,-inf
0.04,-inf
0.041,-inf
0.042,-inf
0.043000000000000003,-inf
0.044,-inf
0.045,-inf
0.046,-inf
0.047,-inf
0.048,-inf
0.049,-inf
0.05,-inf
0.051000000000000004,-inf
0.052000000000000005,-inf
0.053,-inf
0.054,-inf
0.055,-inf
0.056,-inf
0.057,-inf
0.058,-inf
0.059000000000000004,-inf
0.06,-inf
0.061,-inf
0.062,-inf
0.063,-inf
0.064,-inf
0.065,-inf
0.066,-inf
0.067,-inf
0.068,-inf
0.069,-inf
0.07,-inf
0.07100000000000001,-inf
0.07200000000000001,-inf
0.073,-inf
0.074,-inf
0.075,-inf
0.076,-inf
0.077,-inf
0.078,-inf
0.079,-inf
0.08,-inf
0.081,-inf
0.082,-inf
0.083,-inf
0.084,-inf
0.085,-inf
0.08600000000000001,-inf
0.08700000000000001,-inf
0.088,-inf
0.089,-inf
0.09,-inf
0.091,-inf
0.092,-inf
0.093,-inf
0.094,-inf
0.095,-inf
0.096,-inf
0.097,-inf
0.098,-inf
0.099,-inf
0.1,-inf
0.101,-inf
0.10200000000000001,-inf
0.10300000000000001,-inf
0.10400000000000001,-inf
0.105,-inf
0.106,-inf
0.107,-inf
0.108,-inf
0.109,-inf
0.11,-inf
0.111,-inf
0.112,-inf
0.113,-inf
0.114,-inf
0.115,-inf
0.116,-inf
0.117,-inf
0.11800000000000001,-inf
0.11900000000000001,-inf
0.12,-inf
0.121,-inf
0.122,-inf
0.123,-inf
0.124,-inf
0.125,-inf
0.126,-inf
0.127,-inf
0.128,-inf
0.129,-inf
0.13,-inf
0.131,-inf
0.132,-inf
0.133,-inf
0.134,-inf
0.135,-inf
0.136,-inf
0.137,-inf
0.138,-inf
0.139,-inf
0.14,-inf
0.14100000000000001,-inf
0.14200000000000002,-inf
0.14300000000000002,-inf
0.14400000000000002,-inf
0.145,-inf
0.146,-inf
0.147,-inf
0.148,-inf
0.149,-inf
0.15,-inf
0.151,-inf
0.152,-inf
0.153,-inf
0.154,-inf
0.155,-inf
0.156,-inf
0.157,-inf
0.158,-inf
0.159,-inf
0.16,-inf
0.161,-inf
0.162,-inf
0.163,-inf
0.164,-inf
0.165,-inf
0.166,-inf
0.167,-inf
0.168,-inf
0.169,-inf
0.17,-inf
0.171,-inf
0.17200000000000001,-inf
0.17300000000000001,-inf
0.17400000000000002,-inf
0.17500000000000002,-inf
0.176,-inf
0.177,-inf
0.178,-inf
0.179,-inf
0.18,-inf
0.181,-inf
0.182,-inf
0.183,-inf
0.184,-inf
0.185,-inf
0.186,-inf
0.187,-inf
0.188,-inf
0.189,-inf
0.19,-inf
0.191,-inf
0.192,-inf
0.193,-inf
0.194,-inf
0.195,-inf
0.196,-15.03545975035408
0.197,-11.306262749154776
0.198,-9.510962116206477
0.199,-8.170912038900763
0.2,-7.155773932698377
0.201,-6.15854661644288
0.202,-5.263172744177595
0.203,-4.495834283534277
0.20400000000000001,-3.8399762683901653
0.20500000000000002,-3.2802620702482006
0.20600000000000002,-2.78994784145039
0.20700000000000002,-2.346233113804187
0.20800000000000002,-1.9495099526634476
0.209,-1.5940159937500091
0.21,-1.2741211670535932
0.211,-0.9841357403974254
0.212,-0.7227263473460468
0.213,-0.48431543147620815
0.214,-0.26636176071279216
0.215,-0.06949160984117064
0.216,0.109397823952742
0.217,0.27321188163157295
0.218,0.4211369288859874
0.219,0.5546748068904392
0.22,0.6757125386215055
0.221,0.7854006892118939
0.222,0.8845337757789569
0.223,0.9746247750808088
0.224,1.0560694972039144
0.225,1.1293703011377936
0.226,1.1952857046866328
0.227,1.2549744268706284
0.228,1.3086040970910915
0.229,1.3571223180360086
0.23,1.4013373470542465
0.231,1.4414593624356495
0.232,1.4777369989490072
0.233,1.511357537576023
0.234,1.5414918246946794
0.23500000000000001,1.5683451421599681
0.23600000000000002,1.592722512849937
0.23700000000000002,1.614730402672956
0.23800000000000002,1.6347289649676409
0.23900000000000002,1.6527575463593802
0.24,1.6693177206947407
0.241,1.6841136622585342
0.242,1.6972262725809362
0.243,1.7089302781600377
0.244,1.7188708568379898
0.245,1.727505095359879
0.246,1.735083542458062
0.247,1.7418231935592754
0.248,1.747260292528436
0.249,1.751672504382844
0.25,1.754897025427523
0.251,1.7573247791763489
0.252,1.7592656226182672
0.253,1.7603123063916026
0.254,1.7610567936490806
0.255,1.7613303052476486
0.256,1.7613342284153735
0.257,1.760910118478682
0.258,1.760337982353823
0.259,1.7593474085682654
0.26,1.757637331455813
0.261,1.7556474644785052
0.262,1.7534593442749422
0.263,1.750535838416381
0.264,1.7469193572558641
0.265,1.7428657029011578
0.266,1.7381109007328472
0.267,1.7328440699924794
0.268,1.727425354615951
0.269,1.7216666711994346
0.27,1.7159629053995484
0.271,1.7105570354378425
0.272,1.7051770328455813
0.273,1.6995181461371782
0.274,1.693809205586744
0.275,1.6878753540763949
0.276,1.6819359453838967
0.277,1.6762188295730045
0.278,1.6706509477060774
0.279,1.664154208544991
0.28,1.6573798786188245
0.281,1.6505426639432574
0.28200000000000003,1.6435141846775547
0.28300000000000003,1.6356375385652537
0.28400000000000003,1.6273773692118478
0.28500000000000003,1.6189130235393119
0.28600000000000003,1.6104391736173849
0.28700000000000003,1.601949076114762
0.28800000000000003,1.5938103492999414
0.289,1.5855111305416099
0.29,1.5769400037942933
0.291,1.5679641530700597
0.292,1.558956169162661
0.293,1.5505008292884543
0.294,1.542499479780771
0.295,1.533899991039581
0.296,1.5251440290467695
0.297,1.5162973346136663
0.298,1.507782624363747
0.299,1.4992795106404042
0.3,1.490393883697278
0.301,1.4813243728165926
0.302,1.4723537869342014
0.303,1.4632411636817348
0.304,1.454754177597076
0.305,1.4464706424818292
0.306,1.4381310359508515
0.307,1.4294193850865202
0.308,1.4204733087123902
0.309,1.411694101736849
0.31,1.4031002347769892
0.311,1.3941699810883197
0.312,1.384767144101664
0.313,1.3754306418688511
0.314,1.366358797225434
0.315,1.3579100874662604
0.316,1.3489629991170329
0.317,1.3394210773096908
0.318,1.3295534455252032
0.319,1.3195451993840415
0.32,1.3096096664544952
0.321,1.2998817791057853
0.322,1.2896060603345276
0.323,1.2788313485118454
0.324,1.2682872926084912
0.325,1.2578889278644105
0.326,1.2475614372195896
0.327,1.236936561606802
0.328,1.2260812189061987
0.329,1.2154210810870119
0.33,1.2046333659199675
0.331,1.1944789785794718
0.332,1.18451327094124
0.333,1.1745003519971995
0.334,1.1642132876685398
0.335,1.1539326965779253
0.336,1.1435865945213433
0.337,1.1337632275872114
0.338,1.1237421604371711
0.339,1.1131320774146438
0.34,1.1027221278235135
0.341,1.0927694013690648
0.342,1.0827644041457951
0.343,1.0723816437342926
0.34400000000000003,1.0616848888304506
0.34500000000000003,1.0510286816880363
0.34600000000000003,1.0397257274534457
0.34700000000000003,1.0290078764020993
0.34800000000000003,1.0185109939143633
0.34900000000000003,1.008493089487322
0.35000000000000003,0.9984686996416432
0.35100000000000003,0.9882347223856947
0.352,0.9782992142955091
0.353,0.9686582757428841
0.354,0.9590999593292047
0.355,0.9495975648441828
0.356,0.9402699185783572
0.357,0.9316282271332614
0.358,0.9226922120516861
0.359,0.9137603314956966
0.36,0.904604784861549
0.361,0.8956856513423563
0.362,0.886463116226837
0.363,0.877603056521199
0.364,0.8684802868624288
0.365,0.8598027655816143
0.366,0.8515377073676884
0.367,0.843170201106556
0.368,0.8349476097863331
0.369,0.8264188394863954
0.37,0.8175712569497176
0.371,0.8085103226258727
0.372,0.7991774272350174
0.373,0.7900464562336893
0.374,0.780896480237729
0.375,0.7717787512209284
0.376,0.7625028095100799
0.377,0.7533142031572435
0.378,0.7439302772108061
0.379,0.7346610568775951
0.38,0.7254995412763865
0.381,0.7163619337664766
0.382,0.707759692235669
0.383,0.6991707498262514
0.384,0.6903465405085338
0.385,0.6814401539400468
0.386,0.6718535609036955
0.387,0.6618911486729822
0.388,0.6521087498950262
0.389,0.6426934809643221
0.39,0.6333966071889918
0.391,0.6246594606281661
0.392,0.6158066968499138
0.393,0.6061043304814273
0.394,0.5955699157681735
0.395,0.5854609941537312
0.396,0.5761794539011369
0.397,0.5662539880405646
0.398,0.5564440237829444
0.399,0.5468515667711529
0.4,0.5378436566779055
0.401,0.5289794766438263
0.402,0.5193772495316953
0.403,0.5094728647510216
0.404,0.4996780411781341
0.405,0.4904326907333747
0.406,0.48138733083007246
0.40700000000000003,0.4735006545672764
0.40800000000000003,0.4662290861661287
0.40900000000000003,0.4583814540727431
0.41000000000000003,0.45015594607012943
0.41100000000000003,0.4426260844486283
0.41200000000000003,0.43563723814760813
0.41300000000000003,0.42768133009750997
0.41400000000000003,0.41909338139880603
0.41500000000000004,0.4101954283131626
0.41600000000000004,0.4018644435077867
0.417,0.393763677602621
0.418,0.38549708362384116
0.419,0.3776149488319813
0.42,0.36969540075629226
0.421,0.3613455333599749
0.422,0.35275800519289646
0.423,0.34401799793726795
0.424,0.33582516349289193
0.425,0.3276588794664015
0.426,0.3190984525072498
0.427,0.3111822546550371
0.428,0.3040486493489727
0.429,0.29718980807969686
0.43,0.2897806828034142
0.431,0.2818171327487118
0.432,0.2737631182737541
0.433,0.26649810960776144
0.434,0.2589408951245282
0.435,0.2515078525795911
0.436,0.2442239017781933
0.437,0.23697456501134617
0.438,0.22981265513827154
0.439,0.22209279509507773
0.44,0.21404293673213637
0.441,0.20540465933040863
0.442,0.19576760750530298
0.443,0.18644730640632723
0.444,0.17778097068193155
0.445,0.17071711037461235
0.446,0.16335296100483987
0.447,0.15586863760273495
0.448,0.14896747918354514
0.449,0.14290205508009102
0.45,0.1366563900177944
0.451,0.13013826205332713
0.452,0.1239476754000961
0.453,0.11765912001196277
0.454,0.11218928780070847
0.455,0.1069729868108169
0.456,0.10120234354670643
0.457,0.09416052212675119
0.458,0.08586641610661516
0.459,0.07763189578735741
0.46,0.06932643405035854
0.461,0.061723655134803934
0.462,0.0537160542666868
0.463,0.045294019362675186
0.464,0.037357657392796284
0.465,0.030342702506198194
0.466,0.023956368639444392
0.467,0.017736139162344955
0.468,0.012351181875029482
0.46900000000000003,0.006523241662945267
0.47000000000000003,0.001014802112738522
0.47100000000000003,-0.004435543366859918
0.47200000000000003,-0.009909954873068116
0.47300000000000003,-0.015041186818820051
0.47400000000000003,-0.020200221755313663
0.47500000000000003,-0.025725115924320363
0.47600000000000003,-0.03173263147270511
0.47700000000000004,-0.03816165050134579
0.47800000000000004,-0.044720252872696875
0.47900000000000004,-0.05159143438003966
0.48,-0.059202826722421165
0.481,-0.06751342832537688
0.482,-0.0756353348036427
0.483,-0.08331913317407746
0.484,-0.09055352035545283
0.485,-0.09834274978212854
0.486,-0.10645995114278506
0.487,-0.11507952823481737
0.488,-0.12382470085104913
0.489,-0.1315725051073926
0.49,-0.13900904713248252
0.491,-0.14631702689710302
0.492,-0.15279478183329864
0.493,-0.15791839184376322
0.494,-0.16243476664118184
0.495,-0.16596496522553394
0.496,-0.16885879514991586
0.497,-0.17258152417628558
0.498,-0.17650118932851555
0.499,-0.18048050891789025
0.5,-0.18442285015057358
0.501,-0.1887749862494541
0.502,-0.19337993682818855
0.503,-0.19835850307207714
0.504,-0.2039435253822095
0.505,-0.20932095318272204
0.506,-0.21568884779822994
0.507,-0.22246968254147603
0.508,-0.22935875221160096
0.509,-0.23495522454799733
0.51,-0.24049226427651682
0.511,-0.2462238202814664
0.512,-0.2517905536757876
0.513,-0.2580448371382147
0.514,-0.2630415942447186
0.515,-0.26865478662127273
0.516,-0.27450543722855336
0.517,-0.27983996282117296
0.518,-0.28527328962278986
0.519,-0.2909367662343598
0.52,-0.2966160191784528
0.521,-0.30134577628997405
0.522,-0.30680748523350765
0.523,-0.31263311757758494
0.524,-0.31872105674644935
0.525,-0.3247016249520822
0.526,-0.33000780420665876
0.527,-0.3356404695007633
0.528,-0.3417906828528441
0.529,-0.3489835015288154
0.53,-0.35489595643578653
0.531,-0.3603098580646975
0.532,-0.3661101419613164
0.533,-0.3715912280466327
0.534,-0.377848397681781
0.535,-0.3845683295314881
0.536,-0.39051113154682326
0.537,-0.39541170122772407
0.538,-0.401449898337054
0.539,-0.4079008625762768
0.54,-0.41372290611021967
0.541,-0.419941934554112
0.542,-0.4249214101542016
0.543,-0.4295213684346013
0.544,-0.43428852775725524
0.545,-0.4394522702171457
0.546,-0.44460879903290795
0.547,-0.4495110465263519
0.548,-0.45425394156597676
0.549,-0.45870658999648484
0.55,-0.4633798446875872
0.551,-0.46829333312051347
0.552,-0.4733264785858715
0.553,-0.4779837089097949
0.554,-0.48313884243481375
0.555,-0.4890422074681773
0.556,-0.4954364710422272
0.557,-0.503125232906898
0.558,-0.5110403188231007
0.559,-0.5186331691526149
0.56,-0.5257056432177194
0.561,-0.5322267995174244
0.562,-0.537822326791062
0.5630000000000001,-0.5432594010025937
0.5640000000000001,-0.5481029346614577
0.5650000000000001,-0.5523256276539001
0.5660000000000001,-0.5547851516872004
0.5670000000000001,-0.5557786392645223
0.5680000000000001,-0.5579844105906311
0.5690000000000001,-0.5601637474830063
0.5700000000000001,-0.5608278420262742
0.5710000000000001,-0.5614577633590176
0.5720000000000001,-0.563162644573163
0.5730000000000001,-0.5669612867837248
0.5740000000000001,-0.5716338403768368
0.5750000000000001,-0.5770810582704975
0.5760000000000001,-0.5829170465667897
0.577,-0.5893197521997671
0.578,-0.5965214897361975
0.579,-0.6036446939988149
0.58,-0.6103100699227646
0.581,-0.6168208870814169
0.582,-0.6216693764112335
0.583,-0.625513374304802
0.584,-0.6300788142632481
0.585,-0.6347106330635501
0.586,-0.638804887297308
0.587,-0.6426607702527996
0.588,-0.6462232318599614
0.589,-0.650422699271763
0.59,-0.6547085666265939
0.591,-0.6589194695159648
0.592,-0.6628938817059566
0.593,-0.6661469838208216
0.594,-0.6709445725754382
0.595,-0.6761123735814394
0.596,-0.6808008642310313
0.597,-0.6849777716061372
0.598,-0.6877775302802913
0.599,-0.6906922269688227
0.6,-0.6937100336759681
0.601,-0.6964148431305546
0.602,-0.6996736494470923
0.603,-0.7024939993030781
0.604,-0.7052813970473188
0.605,-0.7086836428894294
0.606,-0.7130007885009455
0.607,-0.7170702100682984
0.608,-0.7220269631641454
0.609,-0.7257549926590645
0.61,-0.7301389834273007
0.611,-0.7348146434943192
0.612,-0.7390873968651857
0.613,-0.7436116618433157
0.614,-0.747249040979499
0.615,-0.7512089565462663
0.616,-0.7553246371745725
0.617,-0.7603813383645424
0.618,-0.7661754983932703
0.619,-0.7707506535501913
0.62,-0.7752346989364174
0.621,-0.779826107745949
0.622,-0.7842417050185322
0.623,-0.7874577023220937
0.624,-0.792154777090591
0.625,-0.7963957939712625
0.626,-0.7996825952018369
0.627,-0.8021240344333371
0.628,-0.8039779762959363
0.629,-0.8066770892013366
0.63,-0.8090538694706755
0.631,-0.8111319022486718
0.632,-0.8136841253167191
0.633,-0.8167551568738372
0.634,-0.8213390322307497
0.635,-0.8255278296101167
0.636,-0.8307511054665788
0.637,-0.8355238488975534
0.638,-0.8402372238969598
0.639,-0.8439034915172243
0.64,-0.8479283189437457
0.641,-0.8520683991448301
0.642,-0.8548596422107533
0.643,-0.8570727157251632
0.644,-0.8586243112239327
0.645,-0.8609712785604149
0.646,-0.8633239966784227
0.647,-0.8645363094828333
0.648,-0.8652232654218341
0.649,-0.8652057828400146
0.65,-0.8658735793249317
0.651,-0.866308394377759
0.652,-0.8685481979353717
0.653,-0.8714611859535424
0.654,-0.8766148678501473
0.655,-0.8817518715426758
0.656,-0.8859113672706478
0.657,-0.889862644145408
0.658,-0.8939340275104044
0.659,-0.8974588572618654
0.66,-0.9004126862045716
0.661,-0.9056194288977082
0.662,-0.9119909678061582
0.663,-0.9176616963232309
0.664,-0.9226396038016063
0.665,-0.9270148225307135
0.666,-0.9302679643193077
0.667,-0.9331913496504125
0.668,-0.9359662372881168
0.669,-0.9386752120929032
0.67,-0.9431064232635489
0.671,-0.9472035226481541
0.672,-0.9502078149161655
0.673,-0.9528581696488772
0.674,-0.9569065335924112
0.675,-0.9586644395950064
0.676,-0.9597384714384454
0.677,-0.9634264522179556
0.678,-0.967875465042269
0.679,-0.9723248626306731
0.68,-0.976768502953794
0.681,-0.9811834978653362
0.682,-0.984975688594723
0.683,-0.9883537777658873
0.684,-0.9907903961186371
0.685,-0.992893702692955
0.686,-0.9951712454891766
0.687,-0.9972504520303058
0.6880000000000001,-0.9982034144342897
0.6890000000000001,-0.9979716923275337
0.6900000000000001,-0.9981245729045778
0.6910000000000001,-0.997430610708248
0.6920000000000001,-0.9972946647670469
0.6930000000000001,-0.9988392244895099
0.6940000000000001,-0.9998284896100706
0.6950000000000001,-1.0021168555626652
0.6960000000000001,-1.0051780699446358
0.6970000000000001,-1.007747855473566
0.6980000000000001,-1.0089419940204891
0.6990000000000001,-1.0098211754664241
0.7000000000000001,-1.0115467989794347
0.7010000000000001,-1.0142887866781525
0.7020000000000001,-1.0186016198416041
0.7030000000000001,-1.0236118625076465
0.704,-1.028661576706524
0.705,-1.032034131947153
0.706,-1.0359845914795258
0.707,-1.040673819644132
0.708,-1.0456681009349733
0.709,-1.051356514561256
0.71,-1.0555990359052192
0.711,-1.0610226317320102
0.712,-1.0674721475010358
0.713,-1.072164265412562
0.714,-1.0760907083742435
0.715,-1.0799875791625606
0.716,-1.0846072840459389
0.717,-1.088151594836832
0.718,-1.0929428714239489
0.719,-1.0964978185358198
0.72,-1.0994379866486046
0.721,-1.1008903368066196
0.722,-1.1024711513665348
0.723,-1.104446752746794
0.724,-1.1053440657466886
0.725,-1.1061526576628395
0.726,-1.1057015410039455
0.727,-1.10499800151889
0.728,-1.1053707430359268
0.729,-1.1038254808397259
0.73,-1.1039929251701484
0.731,-1.1068133841607377
0.732,-1.111513085409193
0.733,-1.1161505807231187
0.734,-1.120728165137713
0.735,-1.1235326583639598
0.736,-1.1253752357795328
0.737,-1.1272491662729252
0.738,-1.1277578673478121
0.739,-1.1289352795208707
0.74,-1.129383822851107
0.741,-1.1284619969369043
0.742,-1.1267997575990165
0.743,-1.1248855017952746
0.744,-1.1250180703901531
0.745,-1.1247426959625368
0.746,-1.1241321413541279
0.747,-1.1273800040097264
0.748,-1.1316317063100065
0.749,-1.1366819760349411
0.75,-1.1413094137793234
0.751,-1.1461954529571994
0.752,-1.1513040370470566
0.753,-1.1564053852411025
0.754,-1.1594126041155093
0.755,-1.1633675745743393
0.756,-1.1664188171194088
0.757,-1.168583419202772
0.758,-1.1696064406849942
0.759,-1.1691612095697135
0.76,-1.1700916820123535
0.761,-1.1729293999752937
0.762,-1.1751955879432217
0.763,-1.1794990399359975
0.764,-1.183268722295864
0.765,-1.1866788556821692
0.766,-1.189647208024228
0.767,-1.1940799938315205
0.768,-1.1980494020830044
0.769,-1.2012064302441292
0.77,-1.2015965162229971
0.771,-1.201291507876297
0.772,-1.2006362328683409
0.773,-1.20109620250817
0.774,-1.202222001977601
0.775,-1.2005776658642304
0.776,-1.1987580616936349
0.777,-1.1982270747639898
0.778,-1.1980899842955939
0.779,-1.1976572797895741
0.78,-1.1982895229862915
0.781,-1.1996579730499874
0.782,-1.2018206003464798
0.783,-1.2052125819501853
0.784,-1.207624538340399
0.785,-1.210496967453805
0.786,-1.2122967787253476
0.787,-1.2142338638767107
0.788,-1.21780547281878
0.789,-1.2224898116222658
0.79,-1.2289550783555363
0.791,-1.2357266728934775
0.792,-1.2434489311115513
0.793,-1.2504701486456717
0.794,-1.257323075324548
0.795,-1.2629299915014958
0.796,-1.2693213316372827
0.797,-1.27519404666816
0.798,-1.2803683975094913
0.799,-1.285268855668905
0.8,-1.2871947858615531
0.801,-1.2882311948404386
0.802,-1.2885073561305536
0.803,-1.2890091696848742
0.804,-1.289420654970968
0.805,-1.2898976633417316
0.806,-1.2909683183802478
0.807,-1.2927786438500064
0.808,-1.2957339699194694
0.809,-1.2975440362209287
0.81,-1.2996008577862188
0.811,-1.3020189717249568
0.812,-1.30486054003849
0.8130000000000001,-1.3076431860518447
0.8140000000000001,-1.3096687096165098
0.8150000000000001,-1.312107822777433
0.8160000000000001,-1.31238079980937
0.8170000000000001,-1.311268711055117
0.8180000000000001,-1.3102925605028837
0.8190000000000001,-1.3093868624279459
0.8200000000000001,-1.3072713741915756
0.8210000000000001,-1.304178313052427
0.8220000000000001,-1.3029497298097308
0.8230000000000001,-1.302147032631357
0.8240000000000001,-1.3033876418195245
0.8250000000000001,-1.3031838062311785
0.8260000000000001,-1.3026244052313434
0.8270000000000001,-1.3046632659523354
0.8280000000000001,-1.3086930749816403
0.8290000000000001,-1.3132061035301028
0.8300000000000001,-1.31837092832464
0.8310000000000001,-1.3236005012761165
0.8320000000000001,-1.327826508045984
0.833,-1.3315595680884051
0.834,-1.3354497277922732
0.835,-1.3377806352547363
0.836,-1.3404146622244681
0.837,-1.340914470574873
0.838,-1.3408402162704096
0.839,-1.3397305871422134
0.84,-1.3413567704397646
0.841,-1.343154812374193
0.842,-1.344035007299139
0.843,-1.346093096536281
0.844,-1.3483028803003592
0.845,-1.350365308470339
0.846,-1.3533006245027064
0.847,-1.355700211367342
0.848,-1.3568370312046465
0.849,-1.3598979915428746
0.85,-1.365100282240185
0.851,-1.3691869513400494
0.852,-1.3738645714675464
0.853,-1.377737902032079
0.854,-1.3789092455360965
0.855,-1.3789234923442812
0.856,-1.380129789037401
0.857,-1.382181130625181
0.858,-1.3849758508145786
0.859,-1.3882236601992926
0.86,-1.3901720133437774
0.861,-1.392658805664686
0.862,-1.395273544199883
0.863,-1.397643129466374
0.864,-1.3981620205660228
0.865,-1.399730533311093
0.866,-1.4046400244113144
0.867,-1.410963040936636
0.868,-1.417274037602711
0.869,-1.4231919046277355
0.87,-1.4265922581308779
0.871,-1.4287793501309203
0.872,-1.431054265671806
0.873,-1.431636362511373
0.874,-1.431132305902418
0.875,-1.4298680650822675
0.876,-1.4273477327373616
0.877,-1.4255066925271027
0.878,-1.4249512996444391
0.879,-1.4247560264489607
0.88,-1.4244374872977659
0.881,-1.425078566343947
0.882,-1.4261468218476274
0.883,-1.4292570763967376
0.884,-1.435043962569173
0.885,-1.4420345480719678
0.886,-1.4485036985634672
0.887,-1.4534161874875124
0.888,-1.4572868798144594
0.889,-1.4604360542515913
0.89,-1.4621709975387116
0.891,-1.464070620386181
0.892,-1.4641244823624913
0.893,-1.463279302711948
0.894,-1.4630817843788115
0.895,-1.4624123297345673
0.896,-1.460451310064082
0.897,-1.4590330324501988
0.898,-1.4568487045737637
0.899,-1.4569098567387346
0.9,-1.4583353846851548
0.901,-1.461296766827461
0.902,-1.46613320446858
0.903,-1.472472215192278
0.904,-1.4782463620328201
0.905,-1.4834249822826813
0.906,-1.4889316241466481
0.907,-1.4956047995886212
0.908,-1.5009842638462523
0.909,-1.5049291176358022
0.91,-1.5075352486197975
0.911,-1.509169629762896
0.912,-1.5088062766092865
0.913,-1.5070608078218672
0.914,-1.5054682507267998
0.915,-1.5060918005350956
0.916,-1.505897064614798
0.917,-1.505517242897902
0.918,-1.5054539605120105
0.919,-1.5069879367982768
0.92,-1.509227312915204
0.921,-1.5097370686612273
0.922,-1.5113331643047552
0.923,-1.5131365789425573
0.924,-1.514358398496686
0.925,-1.5143269152817318
0.926,-1.5131701359443355
0.927,-1.5122240111012513
0.928,-1.5128902143201977
0.929,-1.5137840421312898
0.93,-1.5166117020228747
0.931,-1.5206166277610986
0.932,-1.5246988233059344
0.933,-1.5295725225892607
0.934,-1.5326756616648218
0.935,-1.5353673364930458
0.936,-1.5371027094862413
0.937,-1.5384591037247244
0.9380000000000001,-1.540693189872563
0.9390000000000001,-1.5427935547294531
0.9400000000000001,-1.543408723062333
0.9410000000000001,-1.543448935042706
0.9420000000000001,-1.5428595269266534
0.9430000000000001,-1.5429154733191464
0.9440000000000001,-1.5435380136039871
0.9450000000000001,-1.5440855674166443
0.9460000000000001,-1.5470938878683356
0.9470000000000001,-1.5501645662190064
0.9480000000000001,-1.553555415838014
0.9490000000000001,-1.5588956533733231
0.9500000000000001,-1.5628344366529134
0.9510000000000001,-1.5653344469134574
0.9520000000000001,-1.5669474851244534
0.9530000000000001,-1.5701653144263634
0.9540000000000001,-1.5741648465873688
0.9550000000000001,-1.5779167399337357
0.9560000000000001,-1.5791846847070996
0.9570000000000001,-1.581020492856572
0.9580000000000001,-1.5812840981673357
0.9590000000000001,-1.582117949612158
0.96,-1.5832047164764624
0.961,-1.5834181501115268
0.962,-1.5847066260704405
0.963,-1.5852308018040002
0.964,-1.5863603437783542
0.965,-1.587370180243843
0.966,-1.5871331428548299
0.967,-1.5853318278293518
0.968,-1.5818253458310938
0.969,-1.5799565784545297
0.97,-1.578442958360549
0.971,-1.5773921208213313
0.972,-1.5757454425655695
0.973,-1.5757322915835932
0.974,-1.573800657720101
0.975,-1.5723006220143567
0.976,-1.5737722271135137
0.977,-1.5766992677952416
0.978,-1.5811750584885544
0.979,-1.5860199001586839
0.98,-1.591756765347716
0.981,-1.596917070341279
0.982,-1.601423125216309
0.983,-1.6078565867955916
0.984,-1.6136359663716053
0.985,-1.6198983182667153
0.986,-1.6245552107835124
0.987,-1.6291397497888642
0.988,-1.6333927584254777
0.989,-1.6390722691137558
0.99,-1.6433560450304245
0.991,-1.6456612268556103
0.992,-1.6503594998299302
0.993,-1.668673098858438
0.994,-1.707967427781714
0.995,-1.7666101213942422
0.996,-1.8441193033211984
0.997,-1.941613426517824
0.998,-2.0600327029718564
0.999,-2.205842114650162
1.0,-2.3832235421191665
